20370715107|01|FF04|124837|30/09/2020|328.54
20370715107|01|FF04|124838|30/09/2020|831.31
20370715107|01|FF04|124839|30/09/2020|428.82
20370715107|01|FF04|124840|30/09/2020|1790.91
20370715107|01|FF04|124841|30/09/2020|570.92
20370715107|01|FF04|124842|30/09/2020|1889.12
20370715107|01|FF04|124843|30/09/2020|494.76
20370715107|01|FF04|124844|30/09/2020|525.25
20370715107|01|FF04|124845|30/09/2020|525.25
20370715107|01|FF04|124846|30/09/2020|2316.55
20370715107|01|FF04|124847|30/09/2020|298.61
20370715107|01|FF04|124848|30/09/2020|1266.31
20370715107|01|FF04|124849|30/09/2020|585.01
20370715107|01|FF04|124850|30/09/2020|11.07
20370715107|01|FF04|124851|30/09/2020|1424.44
20370715107|01|FF04|124852|30/09/2020|310.78
20370715107|01|FF04|124853|30/09/2020|1973.83
20370715107|01|FF04|124854|30/09/2020|58.49
20370715107|01|FF04|124855|30/09/2020|1252.50
20370715107|01|FF04|124856|30/09/2020|4018.36
20370715107|01|FF04|124857|30/09/2020|1327.42
20370715107|01|FF04|124858|30/09/2020|669.82
20370715107|01|FF04|124859|30/09/2020|988.30
20370715107|01|FF04|124860|30/09/2020|249.05
20370715107|01|FF04|124861|30/09/2020|474.61
20370715107|01|FF04|124862|30/09/2020|20278.71
20370715107|01|FF04|124863|30/09/2020|461.98
20370715107|01|FF04|124864|30/09/2020|71.99
20370715107|01|FF04|124865|30/09/2020|557.16
20370715107|01|FF04|124867|30/09/2020|632.80
20370715107|01|FF04|124868|30/09/2020|674.64
20370715107|01|FF04|124869|30/09/2020|206.76
20370715107|01|FF04|124870|30/09/2020|2778.64
20370715107|01|FF04|124871|30/09/2020|186.10
20370715107|01|FF04|124872|30/09/2020|543.99
20370715107|01|FF04|124873|30/09/2020|5439.87
20370715107|01|FF04|124874|30/09/2020|1359.97
20370715107|01|FF04|124875|30/09/2020|139.02
20370715107|01|FF04|124876|30/09/2020|4746.02
20370715107|01|FF04|124877|30/09/2020|632.80
20370715107|01|FF04|124878|30/09/2020|1242.08
20370715107|01|FF04|124879|30/09/2020|1308.87
20370715107|01|FF04|124880|30/09/2020|287.64
20370715107|01|FF04|124882|30/09/2020|1629.91
20370715107|01|FF04|124883|30/09/2020|5130.90
20370715107|01|FF04|124884|30/09/2020|187.95
20370715107|01|FF04|124885|30/09/2020|632.80
20370715107|01|FF04|124886|30/09/2020|2113.84
20370715107|01|FF04|124887|30/09/2020|1212.58
20370715107|01|FF04|124888|30/09/2020|632.80
20370715107|01|FF04|124889|30/09/2020|271.74
20370715107|01|FF04|124890|30/09/2020|128.75
20370715107|01|FF04|124891|30/09/2020|427.17
20370715107|01|FF04|124892|30/09/2020|551.76
20370715107|01|FF04|124893|30/09/2020|4720.00
20370715107|01|FF04|124894|30/09/2020|3123.64
20370715107|01|FF04|124895|30/09/2020|3012.69
20370715107|01|FF04|124896|30/09/2020|975.02
20370715107|01|FF04|124897|30/09/2020|1549.49
20370715107|01|FF04|124898|30/09/2020|2107.46
20370715107|01|FF04|124899|30/09/2020|119.52
20370715107|01|FF04|124900|30/09/2020|229.59
20370715107|01|FF04|124901|30/09/2020|233.76
20370715107|01|FF04|124902|30/09/2020|511.86
20370715107|01|FF04|124903|30/09/2020|174.60
20370715107|01|FF04|124904|30/09/2020|3478.00
20370715107|01|FF04|124905|30/09/2020|320.05
20370715107|01|FF04|124906|30/09/2020|2112.86
20370715107|01|FF04|124907|30/09/2020|1225.93
20370715107|01|FF04|124908|30/09/2020|632.80
20370715107|01|FF04|124909|30/09/2020|897.64
20370715107|01|FF04|124910|30/09/2020|485.88
20370715107|01|FF04|124911|30/09/2020|320.05
20370715107|01|FF04|124912|30/09/2020|461.63
20370715107|01|FF04|124914|30/09/2020|299.11
20370715107|01|FF04|124917|30/09/2020|425.07
20370715107|01|FF04|124918|30/09/2020|696.75
20370715107|01|FF04|124919|30/09/2020|562.51
20370715107|01|FF04|124920|30/09/2020|301.18
20370715107|01|FF04|124921|30/09/2020|505.23
20370715107|01|FF04|124922|30/09/2020|1199.89
20370715107|01|FF04|124923|30/09/2020|280.86
20370715107|01|FF04|124924|30/09/2020|796.19
20370715107|01|FF04|124925|30/09/2020|89.81
20370715107|01|FF04|124926|30/09/2020|2294.16
20370715107|01|FF04|124927|30/09/2020|847.30
20370715107|01|FF04|124928|30/09/2020|470.54
20370715107|01|FF04|124929|30/09/2020|1379.73
20370715107|01|FF04|124930|30/09/2020|1705.62
20370715107|01|FF04|124931|30/09/2020|1045.09
20370715107|01|FF04|124932|30/09/2020|115.86
20370715107|01|FF04|124933|30/09/2020|115.86
20370715107|01|FF04|124934|30/09/2020|231.73
20370715107|01|FF04|124935|30/09/2020|446.18
20370715107|01|FF04|124936|30/09/2020|378.99
20370715107|01|FF04|124937|30/09/2020|290.65
20370715107|01|FF04|124938|30/09/2020|1633.96
20370715107|01|FF04|124939|30/09/2020|216.58
20370715107|01|FF04|124940|30/09/2020|571.86
20370715107|01|FF04|124941|30/09/2020|408.34
20370715107|01|FF04|124942|30/09/2020|722.28
20370715107|01|FF04|124943|30/09/2020|1558.85
20370715107|01|FF04|124944|30/09/2020|121.54
20370715107|01|FF04|124945|30/09/2020|377.60
20370715107|01|FF04|124946|30/09/2020|1087.83
20370715107|01|FF04|124947|30/09/2020|836.38
20370715107|01|FF04|124948|30/09/2020|422.57
20370715107|01|FF04|124949|30/09/2020|462.52
20370715107|01|FF04|124950|30/09/2020|1022.89
20370715107|01|FF04|124951|30/09/2020|140.60
20370715107|01|FF04|124952|30/09/2020|386.44
20370715107|01|FF04|124953|30/09/2020|13503.45
20370715107|01|FF04|124954|30/09/2020|225.92
20370715107|01|FF04|124955|30/09/2020|110.74
20370715107|01|FF04|124956|30/09/2020|175.73
20370715107|01|FF04|124957|30/09/2020|2181.51
20370715107|01|FF04|124958|30/09/2020|4020.76
20370715107|01|FF04|124959|30/09/2020|2521.51
20370715107|01|FF04|124960|30/09/2020|1298.59
20370715107|01|FF04|124961|30/09/2020|375.91
20370715107|01|FF04|124962|30/09/2020|622.64
